# BPA WIT Initiative: Centralized Wind Power Forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Aggregated wind power forecasts for all wind generation in the BPA BAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Historical data set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Data Description: estimated --> AVERAGE <-- generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Date/Time is in UTC or Greenwich Mean Time and is the time the forecast was produced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# HR01 is the first hour of the forecast or next hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Inquiries at BPA Wind Integration Team / BPAwindintegration@bpa.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time (UTC),Hr01,Hr02,Hr03,Hr04,Hr05,Hr06,Hr07,Hr08,Hr09,Hr10,Hr11,Hr12,Hr13,Hr14,Hr15,Hr16,Hr17,Hr18,Hr19,Hr20,Hr21,Hr22,Hr23,Hr24,Hr25,Hr26,Hr27,Hr28,Hr29,Hr30,Hr31,Hr32,Hr33,Hr34,Hr35,Hr36,Hr37,Hr38,Hr39,Hr40,Hr41,Hr42,Hr43,Hr44,Hr45,Hr46,Hr47,Hr48,Hr49,Hr50,Hr51,Hr52,Hr53,Hr54,Hr55,Hr56,Hr57,Hr58,Hr59,Hr60,Hr61,Hr62,Hr63,Hr64,Hr65,Hr66,Hr67,Hr68,Hr69,Hr70,Hr71,Hr72
9/1/2013 10:00,113,138,167,177,161,124,87,57,59,57,61,100,234,553,918,1344,1803,2169,2408,2513,2581,2666,2701,2716,2673,2552,2420,2280,2008,1798,1544,1385,1273,1070,862,792,876,1080,1361,1638,1929,2086,2139,2061,1937,1787,1657,1521,1352,1217,1076,920,734,579,490,445,467,558,715,886,1090,1333,1482,1498,1369,1230,1111,992,856,679,519,394
9/1/2013 11:00,143,160,185,162,137,96,71,62,75,81,109,247,558,921,1341,1815,2191,2418,2522,2568,2613,2675,2677,2636,2542,2392,2211,1989,1751,1548,1363,1258,1103,888,809,900,1113,1385,1673,1956,2125,2146,2052,1956,1792,1645,1525,1381,1224,1097,906,730,588,499,469,498,597,721,892,1084,1323,1464,1499,1408,1326,1222,1107,962,806,642,506,396
9/1/2013 12:00,158,174,179,145,118,92,90,105,101,121,237,506,899,1359,1826,2221,2419,2515,2575,2619,2642,2700,2668,2611,2483,2275,2022,1799,1585,1414,1255,1087,897,818,897,1113,1389,1654,1952,2107,2125,2036,1901,1771,1632,1488,1369,1226,1088,915,733,584,503,469,510,611,759,901,1105,1348,1531,1518,1433,1339,1228,1099,956,833,654,496,379,282
9/1/2013 13:00,195,178,156,143,104,89,92,103,122,238,521,868,1360,1796,2197,2450,2549,2588,2621,2623,2651,2650,2575,2465,2267,1987,1737,1534,1355,1244,1000,812,750,833,1049,1328,1610,1890,2072,2099,2024,1896,1747,1609,1456,1323,1201,1071,903,720,566,484,455,528,665,833,1039,1255,1509,1683,1681,1520,1415,1286,1126,950,804,664,500,382,268,195
9/1/2013 14:00,197,167,116,122,87,86,90,121,238,528,884,1347,1809,2161,2440,2553,2607,2629,2625,2618,2615,2582,2465,2286,2027,1751,1525,1357,1186,1050,826,742,835,1042,1320,1601,1872,2067,2095,2024,1903,1741,1583,1454,1326,1186,1054,903,698,536,481,451,498,655,854,1022,1257,1486,1673,1674,1553,1406,1286,1124,951,785,636,490,382,265,180,144
9/1/2013 15:00,190,131,104,119,89,87,110,229,507,882,1369,1856,2188,2394,2547,2607,2640,2630,2620,2572,2538,2471,2279,2039,1784,1536,1353,1207,995,839,755,828,1055,1309,1595,1880,2029,2064,2017,1897,1747,1568,1422,1324,1189,1051,887,696,533,456,454,489,630,839,1040,1253,1489,1656,1664,1542,1423,1281,1130,946,770,619,484,377,277,186,133,116
9/1/2013 16:00,214,125,92,107,92,113,240,521,877,1375,1856,2235,2455,2548,2635,2653,2649,2615,2563,2487,2415,2271,2030,1789,1579,1364,1209,1013,785,747,832,1047,1307,1580,1875,2039,2058,1988,1875,1726,1575,1382,1271,1176,1041,885,675,527,450,424,511,650,853,1095,1329,1549,1695,1680,1581,1449,1304,1142,952,788,619,484,373,275,197,138,109,95
9/1/2013 17:00,111,81,86,85,87,193,432,749,1197,1689,2041,2298,2446,2566,2620,2617,2626,2564,2474,2315,2135,1909,1622,1410,1226,1015,806,634,590,671,872,1114,1351,1653,1793,1846,1751,1609,1480,1348,1219,1074,948,888,794,645,505,433,413,457,636,788,1029,1298,1558,1726,1712,1586,1468,1305,1146,982,810,656,502,396,292,218,156,117,98,91
9/1/2013 18:00,67,65,80,95,194,430,765,1190,1674,2040,2268,2443,2555,2621,2637,2618,2587,2476,2347,2112,1875,1634,1396,1240,1064,820,651,596,673,871,1115,1360,1647,1820,1832,1751,1614,1465,1332,1203,1093,943,861,791,650,517,432,410,460,592,797,964,1269,1548,1722,1720,1606,1451,1297,1126,970,816,658,520,389,286,204,169,124,97,80,85
9/1/2013 19:00,76,80,96,204,435,765,1225,1632,2030,2273,2437,2580,2615,2687,2645,2579,2498,2380,2137,1834,1598,1396,1215,1070,855,654,600,677,879,1103,1359,1626,1842,1861,1736,1612,1459,1310,1198,1087,977,845,758,680,532,443,415,455,591,780,996,1233,1491,1732,1719,1623,1473,1300,1130,953,808,666,521,390,273,196,155,132,105,87,74,85
9/1/2013 20:00,116,135,230,440,759,1218,1686,1970,2283,2436,2559,2629,2647,2693,2680,2502,2381,2164,1858,1598,1379,1201,1043,850,696,596,677,878,1113,1352,1615,1804,1875,1773,1599,1458,1316,1168,1068,957,873,737,636,555,459,411,462,589,780,985,1252,1515,1707,1744,1634,1484,1325,1123,961,799,663,514,391,281,196,148,124,112,85,83,73,89
9/1/2013 21:00,98,173,319,545,930,1420,1841,2102,2403,2569,2658,2686,2679,2660,2580,2364,2137,1894,1649,1464,1308,1176,1035,892,876,929,1083,1303,1500,1693,1834,1773,1617,1415,1217,1109,1012,955,928,875,800,674,589,580,525,550,705,910,1093,1333,1498,1593,1499,1453,1325,1153,1019,812,640,479,377,293,235,194,186,149,137,133,123,130,117,149
9/1/2013 22:00,177,318,569,925,1430,1833,2166,2338,2551,2651,2686,2723,2689,2542,2429,2132,1886,1647,1470,1299,1169,1017,874,834,943,1096,1278,1483,1658,1760,1751,1556,1418,1253,1116,1032,967,938,930,839,735,573,522,566,570,694,905,1059,1271,1454,1538,1483,1383,1309,1130,1004,852,632,489,372,296,237,193,178,154,138,129,123,127,132,133,186
9/1/2013 23:00,5,6,7,8,9,10,11,12,2630,2677,2750,2692,2537,2326,2150,1855,1603,1415,1269,1099,950,809,771,850,1027,1240,1426,1667,1750,1729,1563,1368,1257,1140,1038,990,950,957,916,817,698,599,594,682,824,1023,1247,1438,1577,1654,1580,1418,1273,1135,964,849,620,445,346,276,224,198,170,152,127,115,103,107,107,126,140,213
9/2/2013 0:00,615,1037,1441,1835,2172,2367,2542,2602,2609,2687,2633,2477,2275,2047,1823,1598,1373,1229,1083,914,788,754,843,1025,1242,1435,1611,1754,1708,1555,1384,1236,1166,1066,992,965,949,901,826,711,614,599,663,836,1035,1249,1449,1619,1679,1614,1478,1312,1172,1016,793,645,461,334,281,236,202,174,147,132,116,102,106,109,122,148,203,293
9/2/2013 1:00,1095,1514,1877,2169,2399,2526,2607,2601,2662,2615,2491,2327,2074,1815,1600,1380,1228,1083,938,771,743,846,1028,1233,1467,1629,1715,1714,1538,1378,1246,1136,1078,1012,963,966,906,822,712,631,599,669,825,1069,1255,1462,1614,1688,1603,1458,1334,1190,1034,842,604,489,330,266,232,202,173,146,126,124,102,102,114,122,149,210,296,369
9/2/2013 2:00,1535,1969,2199,2393,2548,2606,2607,2642,2584,2474,2326,2112,1846,1592,1370,1229,1073,938,800,729,829,1030,1248,1443,1684,1716,1688,1540,1377,1242,1146,1057,1023,977,964,908,832,718,636,622,686,841,1065,1259,1433,1578,1672,1613,1448,1302,1189,1065,849,629,447,333,257,213,201,174,147,124,117,110,102,104,125,148,210,302,369,398
9/2/2013 3:00,1535,1969,2199,2393,2548,2606,2607,2642,2584,2474,2326,2112,1846,1592,1370,1229,1073,938,800,729,829,1030,1248,1443,1684,1716,1688,1540,1377,1242,1146,1057,1023,977,964,908,832,718,636,622,686,841,1065,1259,1433,1578,1672,1613,1448,1302,1189,1065,849,629,447,333,257,213,201,174,147,124,117,110,102,104,125,148,210,302,369,398
9/2/2013 4:00,2369,2540,2610,2633,2614,2633,2550,2435,2280,2075,1841,1589,1380,1218,1075,902,740,693,784,971,1177,1405,1620,1749,1732,1508,1342,1220,1126,1046,985,958,960,915,830,715,642,625,687,844,1093,1307,1481,1574,1619,1543,1427,1256,1161,1024,867,672,471,342,259,211,165,150,140,122,111,97,108,108,115,135,197,282,368,410,417,473
9/2/2013 5:00,2423,2529,2532,2553,2592,2626,2574,2438,2200,1889,1651,1427,1332,1176,1004,852,774,868,1064,1266,1476,1713,1869,1880,1737,1586,1462,1352,1273,1220,1168,1090,971,820,694,601,594,658,792,995,1207,1394,1558,1569,1511,1381,1272,1102,997,796,584,432,298,236,177,135,104,96,90,79,66,63,69,88,108,146,227,326,381,412,469,529
9/2/2013 6:00,2501,2571,2576,2610,2612,2574,2430,2186,1852,1593,1425,1310,1174,995,820,777,859,1050,1277,1478,1705,1867,1865,1744,1586,1460,1349,1269,1222,1180,1088,966,818,692,608,597,656,790,987,1185,1357,1551,1650,1495,1367,1210,1119,993,786,589,427,308,236,178,144,115,86,76,75,68,64,68,85,107,145,228,306,379,412,478,527,583
9/2/2013 7:00,2568,2629,2624,2613,2549,2404,2161,1832,1567,1372,1275,1118,922,767,686,791,979,1190,1453,1647,1806,1821,1712,1592,1458,1349,1256,1200,1158,1072,930,785,668,586,572,618,730,884,1067,1256,1347,1467,1424,1208,1085,999,959,791,581,431,297,233,174,137,111,87,72,74,70,70,80,98,119,154,222,294,339,416,493,581,629,673
9/2/2013 8:00,2484,2581,2613,2538,2399,2140,1835,1540,1355,1242,1105,910,756,687,762,980,1192,1426,1675,1814,1823,1712,1587,1471,1350,1267,1198,1154,1077,939,773,663,583,565,622,730,888,1029,1203,1400,1475,1421,1298,1077,978,950,779,588,425,304,245,180,145,113,87,72,65,69,70,84,101,124,161,226,286,337,383,493,578,652,673,714
9/2/2013 9:00,2277,2443,2430,2334,2069,1738,1421,1194,1023,811,659,521,469,539,692,892,1220,1634,1934,2007,1943,1829,1687,1546,1392,1236,1097,947,776,627,497,427,406,457,536,639,742,864,1062,1223,1234,1173,1093,1029,1045,1010,791,549,367,265,198,147,108,74,52,39,30,38,44,55,64,78,97,129,185,288,416,624,841,965,1024,1104
9/2/2013 10:00,2459,2460,2368,2103,1765,1430,1194,1012,837,658,528,468,555,715,927,1254,1662,1956,2041,1955,1842,1695,1525,1392,1242,1097,931,763,607,490,405,398,434,498,611,713,854,1005,1131,1204,1179,1143,1114,1041,945,772,553,359,259,201,155,108,84,54,40,38,37,43,58,68,76,97,130,196,273,416,573,811,965,1039,1076,1168
9/2/2013 11:00,2432,2343,2173,1828,1468,1188,999,831,693,539,497,574,752,980,1294,1700,2042,2100,1993,1852,1717,1548,1395,1269,1125,949,777,611,488,421,409,436,504,592,696,818,972,1046,1079,1064,1054,1059,1039,887,713,502,330,235,184,150,114,91,66,59,50,53,57,71,84,96,118,190,270,390,508,711,907,1049,1118,1155,1195,1323
9/2/2013 12:00,2414,2154,1850,1489,1182,986,809,672,552,492,569,739,985,1293,1657,2019,2147,2046,1887,1759,1589,1424,1267,1137,961,780,614,487,409,405,434,501,589,676,793,957,1050,1021,993,1030,1049,1059,956,733,501,334,232,165,135,101,85,64,59,51,54,56,70,82,98,119,190,299,397,554,746,973,1102,1174,1225,1252,1338,1478
9/2/2013 13:00,2241,1869,1516,1237,1009,839,702,574,526,598,775,1007,1337,1698,1993,2166,2091,1931,1771,1595,1435,1281,1140,979,804,636,507,431,403,448,520,615,697,822,974,1077,1047,929,927,991,1027,952,749,491,323,224,173,129,97,81,65,57,43,42,41,52,56,75,100,138,286,423,581,808,976,1108,1164,1216,1294,1408,1533,1669
9/2/2013 14:00,1846,1444,1212,1027,845,702,571,527,602,769,991,1330,1695,1980,2138,2107,1936,1778,1599,1437,1280,1138,966,795,636,504,431,408,434,520,616,705,818,970,1052,1032,943,947,934,1025,968,747,506,312,223,169,130,95,75,61,53,44,43,42,52,57,72,99,139,241,406,591,819,1020,1106,1160,1201,1284,1412,1537,1655,1740
9/2/2013 15:00,1445,1181,1009,860,716,581,534,614,785,1002,1351,1763,2065,2106,2084,1962,1798,1631,1464,1307,1160,979,797,635,513,432,408,438,508,621,728,839,1015,1063,1032,931,886,930,996,944,757,500,312,213,167,126,96,72,56,49,42,45,41,46,58,71,92,138,211,323,581,823,1048,1177,1216,1260,1346,1495,1642,1771,1845,1912
9/2/2013 16:00,1369,1100,906,754,605,550,623,803,1016,1360,1759,2064,2169,2078,1947,1829,1682,1507,1306,1158,983,797,628,504,441,407,436,508,606,729,854,988,1099,1062,932,890,929,969,925,744,509,313,216,162,123,92,76,59,49,41,42,48,51,54,73,92,136,219,326,511,789,1026,1188,1255,1261,1355,1461,1646,1807,1853,1897,1990
9/2/2013 17:00,1225,953,750,593,526,596,792,1043,1399,1794,2137,2250,2155,1986,1829,1708,1578,1404,1210,1036,860,693,552,460,428,438,510,629,758,916,1058,1077,1057,982,954,1009,1043,966,759,529,331,223,162,118,82,66,46,36,28,28,30,44,50,68,103,148,232,336,478,685,970,1144,1260,1313,1370,1473,1613,1786,1885,1917,1999,2124
9/2/2013 18:00,1067,817,614,542,603,793,1055,1412,1817,2137,2244,2162,1988,1824,1687,1569,1421,1246,1043,861,696,551,459,429,439,522,625,777,898,1055,1113,1013,998,980,1022,1046,945,755,517,334,225,160,118,83,58,47,37,28,28,31,41,54,85,125,158,270,338,491,748,990,1125,1241,1330,1417,1487,1606,1760,1879,1927,1996,2119,2250
9/2/2013 19:00,804,645,583,654,841,1078,1423,1785,2086,2215,2153,2002,1820,1681,1555,1393,1243,1047,851,685,544,455,435,455,537,676,820,970,1093,1160,1066,1010,1031,1056,1054,961,764,530,353,238,165,119,83,58,35,32,24,23,23,32,42,86,146,219,302,402,520,707,986,1162,1242,1319,1415,1534,1576,1701,1779,1863,1929,1988,2089,2250
9/2/2013 20:00,606,553,635,823,1070,1414,1792,2046,2182,2134,1996,1842,1682,1553,1402,1233,1052,851,682,544,455,436,460,542,666,803,943,1096,1126,1055,1010,1005,1058,1055,955,760,532,347,247,170,118,86,58,39,29,23,24,23,34,42,77,161,252,323,418,556,712,922,1141,1228,1309,1397,1533,1635,1722,1783,1827,1935,2030,2097,2255,2488
9/2/2013 21:00,464,569,775,988,1326,1667,1960,2051,2062,1951,1778,1612,1481,1367,1260,1150,934,734,569,486,462,483,566,718,852,981,1082,1132,1076,1027,1042,1062,1068,953,748,522,347,242,167,112,80,68,50,35,26,24,27,31,39,72,153,287,545,955,1246,1450,1654,1899,1999,2007,2013,2026,2056,2021,1979,1966,1979,2077,2118,2226,2456,2733
9/2/2013 22:00,545,754,997,1317,1675,1948,2089,2062,1937,1779,1615,1488,1359,1267,1130,935,748,569,476,460,495,564,715,869,998,1085,1104,1081,1021,1038,1062,1052,951,749,520,345,244,179,118,86,64,50,37,26,22,26,33,41,76,141,244,565,984,1249,1449,1683,1875,2008,2026,2000,1979,2002,2018,2007,1971,1981,2032,2115,2239,2467,2734,2986
9/2/2013 23:00,891,1107,1390,1705,1954,2082,2057,1928,1779,1618,1483,1357,1240,1090,940,722,561,461,428,481,578,699,864,1001,1107,1110,1052,1030,1034,1058,1053,939,747,520,340,241,171,127,85,61,43,32,24,21,22,26,38,73,136,221,508,994,1299,1458,1690,1884,1978,2030,2007,1986,1956,1943,1936,1901,1897,1960,2044,2227,2456,2729,2967,3176
9/3/2013 0:00,1014,1358,1681,1952,2057,2040,1901,1729,1581,1453,1348,1239,1101,941,755,629,479,440,478,574,726,867,1006,1121,1143,1059,1024,1047,1058,1052,946,744,520,345,249,179,126,94,59,42,28,25,22,20,26,33,71,136,229,498,962,1329,1536,1731,1922,2006,2037,2066,2036,2008,1972,1980,1966,1968,1981,2084,2248,2495,2770,2998,3180,3361
9/3/2013 1:00,1358,1766,2026,2138,2106,1974,1772,1593,1475,1349,1246,1110,948,746,608,474,440,462,553,693,831,948,1059,1104,1042,1024,1073,1102,1073,958,756,512,338,236,175,125,88,59,36,26,19,21,16,24,35,69,132,225,510,932,1271,1546,1771,1959,2008,2011,2026,2029,1989,1966,1941,1944,1928,1946,1977,2134,2396,2669,2928,3104,3272,3403
9/3/2013 2:00,1660,2042,2115,2069,1923,1740,1579,1444,1340,1242,1127,969,780,628,505,436,468,555,693,831,966,1051,1101,1058,1022,1062,1098,1082,954,758,523,342,231,170,124,88,61,38,25,20,19,17,24,30,65,122,219,499,944,1255,1480,1773,2021,2069,2043,2027,2001,2033,1966,1973,1884,1882,1953,2001,2134,2377,2686,2909,3130,3274,3403,3430
9/3/2013 3:00,1950,2116,2090,1948,1757,1585,1469,1372,1267,1144,994,795,622,488,460,459,537,657,777,922,1043,1067,1043,1050,1078,1116,1097,966,753,523,339,237,168,122,90,61,42,24,18,17,16,24,35,56,130,208,494,920,1253,1463,1663,1918,2055,2043,2009,1998,1965,1952,1933,1921,1821,1860,1942,2076,2320,2609,2896,3084,3268,3371,3383,3338
9/3/2013 4:00,2338,2205,2016,1795,1606,1483,1361,1254,1146,993,814,652,503,475,486,538,667,792,922,1037,1088,1044,1060,1088,1126,1097,979,772,514,339,234,173,122,89,62,42,26,18,18,16,24,37,70,99,214,471,918,1257,1486,1658,1877,2021,2075,2032,1999,1970,1926,1958,1927,1921,1842,1934,2083,2326,2609,2875,3119,3258,3378,3394,3333,3290
9/3/2013 5:00,2391,2043,1770,1569,1386,1243,1114,970,799,648,534,452,404,455,522,624,769,874,964,1014,1016,1004,1004,992,976,849,663,434,278,195,153,123,93,68,47,24,17,17,18,24,44,105,196,264,561,858,1280,1527,1733,1879,2065,2140,2165,2136,2101,2104,2125,2151,2109,2074,2086,2187,2382,2651,2896,3126,3289,3394,3364,3318,3245,3199
9/3/2013 6:00,2033,1746,1569,1404,1227,1075,940,766,613,488,434,413,404,506,611,736,893,968,1014,1016,1004,1003,997,965,854,668,433,277,197,152,120,90,67,46,24,17,16,20,24,42,95,224,310,539,857,1204,1457,1735,1938,1995,2117,2166,2166,2137,2126,2123,2127,2166,2114,2108,2138,2396,2668,2912,3096,3270,3376,3393,3325,3254,3176,3094
9/3/2013 7:00,1803,1611,1433,1283,1086,925,755,604,507,420,392,403,447,591,703,832,955,979,970,956,962,963,949,836,664,447,289,206,159,124,100,68,48,30,20,18,20,26,41,84,200,310,539,906,1203,1457,1653,1940,2038,2065,2123,2162,2164,2151,2120,2098,2106,2140,2058,2160,2321,2627,2902,3113,3274,3401,3420,3364,3288,3178,3054,2933
9/3/2013 8:00,1601,1456,1289,1139,944,760,616,504,453,401,403,455,540,699,809,914,996,971,956,962,985,942,832,658,447,291,205,158,127,97,73,44,30,21,18,20,26,45,84,184,281,542,922,1240,1456,1644,1846,2047,2075,2078,2125,2166,2182,2136,2122,2115,2093,2133,2175,2392,2642,2930,3111,3306,3374,3408,3359,3296,3185,3072,2919,2789
9/3/2013 9:00,1623,1458,1192,991,737,563,456,363,280,222,215,249,350,530,722,864,984,988,1011,1062,1084,1001,859,644,480,363,277,208,140,82,41,22,15,12,15,23,43,112,259,494,882,1332,1728,1898,1898,1814,1666,1530,1439,1433,1533,1645,1647,1576,1587,1676,1770,1963,2187,2508,2829,3114,3358,3543,3559,3520,3438,3341,3178,3056,2963,2907
9/3/2013 10:00,1478,1239,957,757,553,429,359,276,239,211,252,343,511,718,894,944,996,1009,1062,1080,1001,849,648,480,364,279,206,140,84,41,25,15,12,14,23,44,113,268,494,831,1332,1718,1916,1906,1800,1630,1505,1413,1451,1469,1541,1649,1621,1609,1685,1808,1985,2233,2520,2833,3121,3388,3547,3579,3509,3419,3337,3240,3068,2968,2893,2868
9/3/2013 11:00,1109,922,710,552,398,313,258,215,206,260,375,529,710,887,997,1017,1079,1103,1123,1056,893,681,503,394,310,227,147,87,45,26,18,14,14,20,33,87,210,371,729,1147,1605,1761,1759,1629,1461,1303,1236,1248,1298,1331,1301,1286,1276,1372,1532,1766,2047,2389,2695,3005,3308,3554,3624,3553,3461,3365,3245,3161,3045,2964,2913,2909
