# BPA WIT Initiative: Centralized Wind Power Forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Aggregated wind power forecasts for all wind generation in the BPA BAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Historical data set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Data Description: estimated --> AVERAGE <-- generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Date/Time is in UTC or Greenwich Mean Time and is the time the forecast was produced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# HR01 is the first hour of the forecast or next hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Inquiries at BPA Wind Integration Team / BPAwindintegration@bpa.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time (UTC),Hr01,Hr02,Hr03,Hr04,Hr05,Hr06,Hr07,Hr08,Hr09,Hr10,Hr11,Hr12,Hr13,Hr14,Hr15,Hr16,Hr17,Hr18,Hr19,Hr20,Hr21,Hr22,Hr23,Hr24,Hr25,Hr26,Hr27,Hr28,Hr29,Hr30,Hr31,Hr32,Hr33,Hr34,Hr35,Hr36,Hr37,Hr38,Hr39,Hr40,Hr41,Hr42,Hr43,Hr44,Hr45,Hr46,Hr47,Hr48,Hr49,Hr50,Hr51,Hr52,Hr53,Hr54,Hr55,Hr56,Hr57,Hr58,Hr59,Hr60,Hr61,Hr62,Hr63,Hr64,Hr65,Hr66,Hr67,Hr68,Hr69,Hr70,Hr71,Hr72
6/1/2012 10:00,770,734,681,600,575,748,979,1186,1282,1356,1491,1858,2283,2584,2729,2768,2750,2652,2450,2252,2103,2065,2095,2184,2313,2441,2550,2638,2737,2856,2985,3090,3169,3232,3294,3348,3397,3333,3191,2957,2713,2417,2070,1725,1399,1106,898,775,730,738,798,912,1099,1362,1693,1934,2077,2127,2107,2009,1834,1592,1312,1006,758,553,397,284,224,210,209,215
6/1/2012 11:00,711,662,585,561,739,974,1185,1280,1355,1471,1860,2294,2609,2739,2768,2750,2652,2450,2252,2103,2065,2095,2184,2313,2441,2550,2638,2737,2856,2985,3090,3169,3232,3294,3348,3397,3333,3191,2957,2713,2417,2070,1725,1399,1106,898,775,730,738,798,912,1099,1362,1693,1934,2077,2127,2107,2009,1834,1592,1312,1006,758,553,397,284,224,210,209,215,220
6/1/2012 12:00,534,480,472,680,945,1182,1279,1353,1473,1882,2330,2654,2728,2705,2643,2532,2343,2168,2048,2039,2076,2151,2244,2357,2471,2583,2698,2829,2967,3082,3173,3247,3311,3354,3380,3298,3147,2916,2679,2393,2059,1723,1400,1103,886,747,683,678,731,843,1012,1238,1523,1782,2001,2168,2259,2281,2246,2114,1875,1506,1139,800,535,345,228,162,125,105,95,91
6/1/2012 13:00,526,506,711,973,1212,1299,1368,1478,1897,2363,2706,2749,2718,2651,2532,2343,2168,2048,2039,2076,2151,2244,2357,2471,2583,2698,2829,2967,3082,3173,3247,3311,3354,3380,3298,3147,2916,2679,2393,2059,1723,1400,1103,886,747,683,678,731,843,1012,1238,1523,1782,2001,2168,2259,2281,2246,2114,1875,1506,1139,800,535,345,228,162,125,105,95,91,100
6/1/2012 14:00,565,760,1013,1247,1327,1391,1495,1913,2378,2755,2771,2734,2662,2538,2343,2168,2048,2039,2076,2151,2244,2357,2471,2583,2698,2829,2967,3082,3173,3247,3311,3354,3380,3298,3147,2916,2679,2393,2059,1723,1400,1103,886,747,683,678,731,843,1012,1238,1523,1782,2001,2168,2259,2281,2246,2114,1875,1506,1139,800,535,345,228,162,125,105,95,91,100,125
6/1/2012 15:00,866,1099,1314,1383,1435,1534,1940,2398,2766,2800,2755,2677,2547,2351,2168,2048,2039,2076,2151,2244,2357,2471,2583,2698,2829,2967,3082,3173,3247,3311,3354,3380,3298,3147,2916,2679,2393,2059,1723,1400,1103,886,747,683,678,731,843,1012,1238,1523,1782,2001,2168,2259,2281,2246,2114,1875,1506,1139,800,535,345,228,162,125,105,95,91,100,125,151
6/1/2012 16:00,1076,1308,1395,1490,1637,2020,2426,2752,2793,2770,2661,2489,2298,2171,2149,2226,2300,2351,2373,2348,2308,2272,2338,2490,2699,2875,3003,3100,3199,3294,3355,3329,3213,3011,2776,2482,2138,1768,1418,1110,890,756,686,679,728,843,1012,1238,1523,1782,2001,2168,2259,2281,2246,2114,1875,1506,1139,800,535,345,228,162,125,105,95,91,100,125,151,178
6/1/2012 17:00,1160,1278,1394,1566,1954,2366,2692,2751,2737,2648,2482,2297,2167,2153,2226,2300,2351,2373,2348,2308,2272,2338,2490,2699,2875,3003,3100,3199,3294,3355,3329,3213,3011,2776,2482,2138,1768,1418,1110,890,756,686,679,728,843,1012,1238,1523,1782,2001,2168,2259,2281,2246,2114,1875,1506,1139,800,535,345,228,162,125,105,95,91,100,125,151,178,202
6/1/2012 18:00,1379,1491,1655,2010,2392,2696,2776,2794,2735,2583,2396,2248,2208,2248,2303,2348,2377,2349,2300,2248,2312,2471,2695,2883,3022,3130,3237,3338,3405,3380,3258,3041,2785,2460,2082,1689,1333,1034,821,691,622,596,613,680,812,1015,1294,1504,1634,1679,1664,1587,1454,1267,1055,819,628,464,336,240,173,126,99,88,88,101,131,185,223,244,240,229
6/1/2012 19:00,1617,1756,2094,2462,2755,2823,2831,2764,2606,2424,2263,2222,2255,2307,2348,2377,2349,2300,2248,2312,2471,2695,2883,3022,3130,3237,3338,3405,3380,3258,3041,2785,2460,2082,1689,1333,1034,821,691,622,596,613,680,812,1015,1294,1504,1634,1679,1664,1587,1454,1267,1055,819,628,464,336,240,173,126,99,88,88,101,131,185,223,244,240,229,233
6/1/2012 20:00,1635,1912,2173,2396,2535,2659,2714,2604,2460,2342,2428,2575,2674,2649,2551,2423,2296,2183,2210,2353,2580,2768,2908,3021,3145,3275,3383,3369,3224,2948,2643,2286,1887,1486,1133,854,645,506,410,303,205,130,130,190,316,471,658,880,1030,1095,1067,961,794,580,410,276,178,114,77,52,43,45,54,69,92,138,171,189,181,178,209,339
6/1/2012 21:00,1706,2004,2256,2423,2565,2634,2542,2409,2307,2403,2564,2678,2652,2557,2423,2296,2183,2210,2353,2580,2768,2908,3021,3145,3275,3383,3369,3224,2948,2643,2286,1887,1486,1133,854,645,506,410,303,205,130,130,190,316,471,658,880,1030,1095,1067,961,794,580,410,276,178,114,77,52,43,45,54,69,92,138,171,189,181,178,209,339,607
6/1/2012 22:00,1825,2115,2306,2476,2572,2487,2369,2269,2386,2558,2696,2658,2565,2437,2296,2183,2210,2353,2580,2768,2908,3021,3145,3275,3383,3369,3224,2948,2643,2286,1887,1486,1133,854,645,506,410,303,205,130,130,190,316,471,658,880,1030,1095,1067,961,794,580,410,276,178,114,77,52,43,45,54,69,92,138,171,189,181,178,209,339,607,981
6/1/2012 23:00,2209,2384,2548,2636,2537,2411,2301,2414,2580,2732,2675,2577,2455,2300,2183,2210,2353,2580,2768,2908,3021,3145,3275,3383,3369,3224,2948,2643,2286,1887,1486,1133,854,645,506,410,303,205,130,130,190,316,471,658,880,1030,1095,1067,961,794,580,410,276,178,114,77,52,43,45,54,69,92,138,171,189,181,178,209,339,607,981,1400
6/2/2012 0:00,2370,2512,2577,2469,2343,2230,2289,2397,2510,2484,2395,2278,2066,1890,1911,2116,2442,2691,2866,2996,3138,3287,3416,3421,3293,3034,2755,2434,2084,1706,1348,1034,798,637,528,437,372,346,376,448,565,691,838,1011,1153,1247,1278,1196,996,716,488,329,222,146,95,55,37,38,49,67,95,146,179,196,184,176,196,318,564,918,1312,1640
6/2/2012 1:00,2590,2638,2518,2381,2262,2304,2401,2504,2475,2411,2300,2069,1899,1907,2116,2442,2691,2866,2996,3138,3287,3416,3421,3293,3034,2755,2434,2084,1706,1348,1034,798,637,528,437,372,346,376,448,565,691,838,1011,1153,1247,1278,1196,996,716,488,329,222,146,95,55,37,38,49,67,95,146,179,196,184,176,196,318,564,918,1312,1640,1935
6/2/2012 2:00,2681,2553,2408,2285,2316,2406,2502,2472,2406,2324,2076,1908,1901,2124,2442,2691,2866,2996,3138,3287,3416,3421,3293,3034,2755,2434,2084,1706,1348,1034,798,637,528,437,372,346,376,448,565,691,838,1011,1153,1247,1278,1196,996,716,488,329,222,146,95,55,37,38,49,67,95,146,179,196,184,176,196,318,564,918,1312,1640,1935,2181
6/2/2012 3:00,2215,2130,2058,2126,2246,2364,2360,2314,2245,2027,1880,1874,2118,2443,2691,2866,2996,3138,3287,3416,3421,3293,3034,2755,2434,2084,1706,1348,1034,798,637,528,437,372,346,376,448,565,691,838,1011,1153,1247,1278,1196,996,716,488,329,222,146,95,55,37,38,49,67,95,146,179,196,184,176,196,318,564,918,1312,1640,1935,2181,2432
6/2/2012 4:00,1963,1851,1894,2005,2138,2210,2302,2390,2381,2335,2356,2513,2683,2827,2944,3040,3150,3268,3380,3382,3257,3011,2727,2408,2043,1660,1289,961,729,564,465,380,330,302,318,380,486,596,724,890,1058,1208,1287,1218,1007,716,488,329,222,146,95,55,37,38,49,67,95,146,179,196,184,176,196,318,564,918,1312,1640,1935,2181,2432,2633
6/2/2012 5:00,2086,2077,2145,2243,2294,2370,2449,2430,2374,2389,2547,2699,2833,2942,3040,3150,3268,3380,3382,3257,3011,2727,2408,2043,1660,1289,961,729,564,465,380,330,302,318,380,486,596,724,890,1058,1208,1287,1218,1007,716,488,329,222,146,95,55,37,38,49,67,95,146,179,196,184,176,196,318,564,918,1312,1640,1935,2181,2432,2633,2792
6/2/2012 6:00,2037,2110,2202,2220,2259,2323,2407,2471,2578,2722,2834,2942,3037,3122,3220,3323,3419,3401,3248,2965,2655,2327,1976,1609,1256,945,724,564,466,372,301,243,219,235,285,378,533,770,984,1152,1227,1173,1001,750,542,377,256,171,113,71,41,28,27,30,34,49,69,98,132,157,202,329,580,938,1347,1695,1971,2162,2411,2688,2968,3219
6/2/2012 7:00,1807,1944,2007,2082,2176,2292,2384,2516,2674,2797,2919,3025,3117,3219,3323,3419,3401,3248,2965,2655,2327,1976,1609,1256,945,724,564,466,372,301,243,219,235,285,378,533,770,984,1152,1227,1173,1001,750,542,377,256,171,113,71,41,28,27,30,34,49,69,98,132,157,202,329,580,938,1347,1695,1971,2162,2411,2688,2968,3219,3447
6/2/2012 8:00,1971,1977,2038,2129,2227,2298,2425,2586,2711,2842,2967,3096,3218,3300,3347,3341,3246,3067,2830,2541,2196,1844,1511,1221,993,800,651,522,435,369,340,350,393,479,624,844,1055,1236,1347,1321,1160,904,676,486,338,231,160,108,66,37,20,15,22,43,68,97,131,171,216,300,437,649,929,1239,1569,1881,2241,2598,2925,3193,3424,3628
6/2/2012 9:00,2160,2190,2256,2328,2377,2486,2632,2746,2868,3010,3127,3245,3322,3370,3341,3246,3067,2830,2541,2196,1844,1511,1221,993,800,651,522,435,369,340,350,393,479,624,844,1055,1236,1347,1321,1160,904,676,486,338,231,160,108,66,37,20,15,22,43,68,97,131,171,216,300,437,649,929,1239,1569,1881,2241,2598,2925,3193,3424,3628,3745
6/2/2012 10:00,2034,2137,2227,2290,2412,2566,2688,2816,2964,3109,3240,3325,3383,3366,3246,3067,2830,2541,2196,1844,1511,1221,993,800,651,522,435,369,340,350,393,479,624,844,1055,1236,1347,1321,1160,904,676,486,338,231,160,108,66,37,20,15,22,43,68,97,131,171,216,300,437,649,929,1239,1569,1881,2241,2598,2925,3193,3424,3628,3745,3774
6/2/2012 11:00,2051,2160,2236,2372,2532,2657,2789,2941,3088,3238,3329,3395,3387,3264,3067,2830,2541,2196,1844,1511,1221,993,800,651,522,435,369,340,350,393,479,624,844,1055,1236,1347,1321,1160,904,676,486,338,231,160,108,66,37,20,15,22,43,68,97,131,171,216,300,437,649,929,1239,1569,1881,2241,2598,2925,3193,3424,3628,3745,3774,3719
6/2/2012 12:00,2128,2153,2252,2432,2585,2737,2894,3045,3204,3328,3419,3439,3336,3168,2939,2648,2276,1907,1570,1293,1062,852,671,513,398,308,261,257,287,348,450,613,789,969,1098,1078,937,721,544,397,281,201,143,94,64,63,105,162,216,250,305,388,496,636,800,1039,1279,1537,1778,2003,2198,2344,2538,2760,2992,3160,3285,3391,3487,3560,3597,3623
6/2/2012 13:00,2022,2141,2337,2507,2672,2840,3001,3165,3295,3405,3438,3339,3171,2952,2648,2276,1907,1570,1293,1062,852,671,513,398,308,261,257,287,348,450,613,789,969,1098,1078,937,721,544,397,281,201,143,94,64,63,105,162,216,250,305,388,496,636,800,1039,1279,1537,1778,2003,2198,2344,2538,2760,2992,3160,3285,3391,3487,3560,3597,3623,3640
6/2/2012 14:00,2144,2340,2515,2682,2850,3012,3176,3303,3410,3459,3353,3181,2966,2657,2276,1907,1570,1293,1062,852,671,513,398,308,261,257,287,348,450,613,789,969,1098,1078,937,721,544,397,281,201,143,94,64,63,105,162,216,250,305,388,496,636,800,1039,1279,1537,1778,2003,2198,2344,2538,2760,2992,3160,3285,3391,3487,3560,3597,3623,3640,3655
6/2/2012 15:00,2101,2325,2532,2730,2917,3101,3242,3359,3417,3331,3168,2965,2659,2278,1907,1570,1293,1062,852,671,513,398,308,261,257,287,348,450,613,789,969,1098,1078,937,721,544,397,281,201,143,94,64,63,105,162,216,250,305,388,496,636,800,1039,1279,1537,1778,2003,2198,2344,2538,2760,2992,3160,3285,3391,3487,3560,3597,3623,3640,3655,3628
6/2/2012 16:00,2342,2530,2752,2955,3119,3229,3331,3389,3311,3179,2944,2630,2253,1890,1584,1322,1086,880,692,533,404,312,268,277,359,527,751,967,1089,1153,1193,1180,1077,907,747,635,519,394,265,183,140,122,128,164,210,250,305,388,496,636,800,1039,1279,1537,1778,2003,2198,2344,2538,2760,2992,3160,3285,3391,3487,3560,3597,3623,3640,3655,3628,3555
6/2/2012 17:00,2461,2694,2907,3080,3198,3304,3366,3293,3164,2943,2631,2252,1882,1583,1322,1086,880,692,533,404,312,268,277,359,527,751,967,1089,1153,1193,1180,1077,907,747,635,519,394,265,183,140,122,128,164,210,250,305,388,496,636,800,1039,1279,1537,1778,2003,2198,2344,2538,2760,2992,3160,3285,3391,3487,3560,3597,3623,3640,3655,3628,3555,3437
6/2/2012 18:00,2699,2900,3056,3155,3246,3293,3203,3053,2812,2518,2159,1808,1516,1246,1018,831,678,549,446,377,344,354,430,599,832,1063,1230,1362,1487,1512,1405,1195,975,779,580,405,270,194,156,124,93,73,67,73,75,74,67,96,151,268,432,663,948,1232,1502,1732,1935,2110,2277,2531,2864,3241,3515,3678,3738,3779,3803,3822,3819,3792,3739,3696
6/2/2012 19:00,2934,3081,3176,3262,3304,3214,3064,2823,2528,2169,1808,1517,1246,1014,831,678,549,446,377,344,354,430,599,832,1063,1230,1362,1487,1512,1405,1195,975,779,580,405,270,194,156,124,93,73,67,73,75,74,67,96,151,268,432,663,948,1232,1502,1732,1935,2110,2277,2531,2864,3241,3515,3678,3738,3779,3803,3822,3819,3792,3739,3696,3662
6/2/2012 20:00,3073,3182,3276,3311,3179,2965,2681,2405,2081,1747,1465,1200,975,809,674,561,475,425,412,441,532,708,938,1157,1296,1384,1450,1446,1331,1130,900,691,488,327,214,162,143,124,98,77,71,78,80,78,69,78,114,204,331,515,756,1011,1261,1482,1715,1954,2206,2530,2920,3341,3635,3791,3829,3855,3875,3889,3880,3844,3779,3726,3685,3659
6/2/2012 21:00,3359,3419,3422,3272,3040,2746,2455,2123,1783,1493,1218,984,814,677,561,475,425,412,441,532,708,938,1157,1296,1384,1450,1446,1331,1130,900,691,488,327,214,162,143,124,98,77,71,78,80,78,69,78,114,204,331,515,756,1011,1261,1482,1715,1954,2206,2530,2920,3341,3635,3791,3829,3855,3875,3889,3880,3844,3779,3726,3685,3659,3634
6/2/2012 22:00,3260,3297,3170,2960,2678,2403,2078,1743,1460,1195,964,804,675,559,475,425,412,441,532,708,938,1157,1296,1384,1450,1446,1331,1130,900,691,488,327,214,162,143,124,98,77,71,78,80,78,69,78,114,204,331,515,756,1011,1261,1482,1715,1954,2206,2530,2920,3341,3635,3791,3829,3855,3875,3889,3880,3844,3779,3726,3685,3659,3634,3613
6/2/2012 23:00,3459,3302,3067,2766,2474,2137,1793,1501,1228,989,821,686,563,476,425,412,441,532,708,938,1157,1296,1384,1450,1446,1331,1130,900,691,488,327,214,162,143,124,98,77,71,78,80,78,69,78,114,204,331,515,756,1011,1261,1482,1715,1954,2206,2530,2920,3341,3635,3791,3829,3855,3875,3889,3880,3844,3779,3726,3685,3659,3634,3613,3602
6/3/2012 0:00,3119,2912,2624,2346,2018,1683,1410,1157,933,778,655,530,431,362,341,374,480,680,950,1228,1400,1492,1540,1500,1336,1063,822,656,526,391,257,171,134,111,84,60,51,52,58,69,83,105,144,226,351,542,797,1062,1316,1535,1788,2055,2338,2629,2943,3261,3526,3712,3820,3883,3913,3922,3906,3863,3791,3738,3702,3686,3661,3632,3604,3588
6/3/2012 1:00,3155,2824,2508,2151,1793,1499,1231,994,827,694,554,447,371,343,374,480,680,950,1228,1400,1492,1540,1500,1336,1063,822,656,526,391,257,171,134,111,84,60,51,52,58,69,83,105,144,226,351,542,797,1062,1316,1535,1788,2055,2338,2629,2943,3261,3526,3712,3820,3883,3913,3922,3906,3863,3791,3738,3702,3686,3661,3632,3604,3588,3584
6/3/2012 2:00,2868,2547,2180,1812,1516,1244,1002,834,701,563,453,377,344,378,480,680,950,1228,1400,1492,1540,1500,1336,1063,822,656,526,391,257,171,134,111,84,60,51,52,58,69,83,105,144,226,351,542,797,1062,1316,1535,1788,2055,2338,2629,2943,3261,3526,3712,3820,3883,3913,3922,3906,3863,3791,3738,3702,3686,3661,3632,3604,3588,3584,3588
6/3/2012 3:00,2441,2091,1736,1455,1192,956,798,673,540,437,367,335,375,482,680,950,1228,1400,1492,1540,1500,1336,1063,822,656,526,391,257,171,134,111,84,60,51,52,58,69,83,105,144,226,351,542,797,1062,1316,1535,1788,2055,2338,2629,2943,3261,3526,3712,3820,3883,3913,3922,3906,3863,3791,3738,3702,3686,3661,3632,3604,3588,3584,3588,3571
6/3/2012 4:00,1948,1635,1318,1051,920,830,682,537,469,385,357,401,471,605,858,1177,1424,1573,1645,1605,1425,1117,835,616,447,300,177,104,77,65,56,50,52,55,57,63,78,99,137,207,312,469,689,977,1268,1535,1788,2055,2338,2629,2943,3261,3526,3712,3820,3883,3913,3922,3906,3863,3791,3738,3702,3686,3661,3632,3604,3588,3584,3588,3571,3525
6/3/2012 5:00,1710,1384,1108,964,863,710,560,486,399,362,406,473,599,859,1177,1424,1573,1645,1605,1425,1117,835,616,447,300,177,104,77,65,56,50,52,55,57,63,78,99,137,207,312,469,689,977,1268,1535,1788,2055,2338,2629,2943,3261,3526,3712,3820,3883,3913,3922,3906,3863,3791,3738,3702,3686,3661,3632,3604,3588,3584,3588,3571,3525,3441
6/3/2012 6:00,1513,1208,1036,927,774,626,543,449,401,427,474,576,816,1120,1362,1546,1670,1671,1521,1232,930,663,430,257,136,83,64,60,62,70,83,98,99,93,84,94,128,196,303,467,703,1010,1323,1621,1900,2175,2424,2649,2868,3087,3302,3504,3679,3796,3861,3889,3890,3866,3819,3788,3767,3752,3727,3696,3668,3642,3615,3585,3550,3505,3447,3357
6/3/2012 7:00,1153,993,893,746,602,524,434,390,420,475,574,822,1137,1377,1546,1670,1671,1521,1232,930,663,430,257,136,83,64,60,62,70,83,98,99,93,84,94,128,196,303,467,703,1010,1323,1621,1900,2175,2424,2649,2868,3087,3302,3504,3679,3796,3861,3889,3890,3866,3819,3788,3767,3752,3727,3696,3668,3642,3615,3585,3550,3505,3447,3357,3239
6/3/2012 8:00,1110,1030,896,760,674,575,528,561,626,718,888,1091,1241,1393,1548,1557,1393,1075,789,566,386,242,132,81,61,59,71,82,91,92,84,74,64,70,96,141,212,314,464,687,971,1296,1607,1891,2136,2361,2573,2772,2996,3256,3536,3739,3857,3909,3939,3955,3958,3958,3949,3928,3894,3844,3787,3726,3667,3605,3538,3465,3384,3302,3221,3143
6/3/2012 9:00,1029,896,762,672,575,527,557,621,711,879,1094,1245,1402,1563,1557,1393,1075,789,566,386,242,132,81,61,59,71,82,91,92,84,74,64,70,96,141,212,314,464,687,971,1296,1607,1891,2136,2361,2573,2772,2996,3256,3536,3739,3857,3909,3939,3955,3958,3958,3949,3928,3894,3844,3787,3726,3667,3605,3538,3465,3384,3302,3221,3143,3061
