# BPA WIT Initiative: Centralized Wind Power Forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Aggregated wind power forecasts for all wind generation in the BPA BAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Historical data set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Data Description: estimated --> AVERAGE <-- generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Date/Time is in UTC or Greenwich Mean Time and is the time the forecast was produced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# HR01 is the first hour of the forecast or next hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Inquiries at BPA Wind Integration Team / BPAwindintegration@bpa.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time (UTC),Hr01,Hr02,Hr03,Hr04,Hr05,Hr06,Hr07,Hr08,Hr09,Hr10,Hr11,Hr12,Hr13,Hr14,Hr15,Hr16,Hr17,Hr18,Hr19,Hr20,Hr21,Hr22,Hr23,Hr24,Hr25,Hr26,Hr27,Hr28,Hr29,Hr30,Hr31,Hr32,Hr33,Hr34,Hr35,Hr36,Hr37,Hr38,Hr39,Hr40,Hr41,Hr42,Hr43,Hr44,Hr45,Hr46,Hr47,Hr48,Hr49,Hr50,Hr51,Hr52,Hr53,Hr54,Hr55,Hr56,Hr57,Hr58,Hr59,Hr60,Hr61,Hr62,Hr63,Hr64,Hr65,Hr66,Hr67,Hr68,Hr69,Hr70,Hr71,Hr72
4/1/2013 16:00,1199,1257,1390,1518,1625,1911,2373,2784,3106,3213,3360,3473,3566,3585,3615,3491,3430,3406,3423,3442,3358,3042,2728,2491,2566,2743,2961,3049,3103,3154,3192,3283,3342,3337,3380,3339,3174,2959,2695,2415,2165,1906,1676,1436,1209,992,803,625,538,516,515,456,387,330,260,217,163,120,99,80,54,31,25,31,45,63,77,91,95,95,90,83
4/1/2013 17:00,1209,1342,1462,1625,1835,2292,2737,3086,3267,3372,3461,3538,3588,3554,3564,3409,3352,3366,3331,3264,2928,2544,2329,2502,2733,2931,3022,3067,3105,3185,3221,3324,3380,3349,3289,3167,2989,2780,2486,2228,1934,1682,1383,1138,917,716,568,485,459,439,402,355,295,255,210,172,132,95,65,45,33,30,29,24,27,32,42,41,48,43,37,26
4/1/2013 18:00,1237,1388,1546,1801,2214,2684,3075,3250,3411,3487,3531,3584,3574,3526,3511,3355,3347,3325,3233,2925,2558,2319,2502,2771,2973,3016,3062,3113,3184,3256,3301,3381,3386,3304,3174,2994,2750,2517,2221,1964,1685,1423,1137,907,726,600,490,478,437,401,355,292,251,217,169,132,102,59,44,33,31,28,24,27,34,41,46,44,43,36,29,24
4/1/2013 19:00,1331,1464,1758,2255,2756,3138,3345,3521,3636,3713,3749,3753,3738,3692,3652,3480,3459,3360,3011,2650,2418,2588,2848,3051,3101,3103,3123,3178,3234,3327,3387,3414,3371,3249,3070,2798,2528,2262,1990,1716,1409,1152,946,788,650,567,524,502,442,390,311,268,237,209,160,114,75,51,37,33,29,24,24,28,36,38,40,35,28,23,21,18
4/1/2013 20:00,1519,1844,2337,2769,3130,3339,3514,3636,3708,3747,3752,3731,3687,3634,3640,3456,3359,3009,2650,2418,2588,2848,3051,3101,3103,3123,3178,3234,3327,3387,3414,3371,3249,3070,2798,2528,2262,1990,1716,1409,1152,946,788,650,567,524,502,442,390,311,268,237,209,160,114,75,51,37,33,29,24,24,28,36,38,40,35,28,23,21,18,85
4/1/2013 21:00,1547,1979,2528,2895,3080,3275,3474,3545,3552,3528,3486,3467,3413,3351,3262,3091,2751,2510,2365,2389,2505,2602,2711,2815,2971,3210,3418,3552,3553,3410,3233,3095,2963,2739,2496,2168,1887,1624,1355,1057,828,625,476,411,381,344,320,303,271,243,213,179,124,94,65,50,37,25,25,20,24,41,64,91,105,95,71,48,48,39,88,182
4/1/2013 22:00,2160,2555,2982,3143,3276,3489,3565,3575,3574,3476,3470,3421,3342,3250,3131,2754,2508,2356,2391,2482,2598,2708,2820,2977,3208,3426,3570,3541,3406,3242,3092,2959,2742,2463,2175,1868,1613,1348,1062,814,624,495,412,386,357,317,291,267,239,212,180,130,91,65,49,36,26,22,21,24,40,64,94,106,95,75,46,43,41,85,182,333
4/1/2013 23:00,2455,2861,3188,3341,3428,3582,3585,3583,3512,3425,3389,3308,3201,3025,2808,2414,2243,2234,2335,2486,2647,2829,3002,3240,3396,3502,3458,3330,3144,2919,2707,2461,2245,1978,1784,1510,1254,988,748,564,462,382,349,310,287,256,227,182,138,100,63,34,20,19,16,13,16,15,25,40,60,82,90,86,67,52,36,29,77,166,314,482
4/2/2013 0:00,3031,3213,3398,3490,3490,3544,3559,3528,3464,3362,3297,3199,3048,2799,2532,2320,2225,2325,2485,2633,2802,2983,3220,3387,3508,3453,3322,3161,2957,2727,2496,2263,2023,1775,1516,1227,975,751,556,456,390,345,321,304,275,226,185,135,94,61,34,20,17,15,12,14,15,24,39,59,77,82,79,61,51,47,30,79,177,307,478,689
4/2/2013 1:00,3338,3463,3584,3578,3558,3574,3568,3530,3435,3299,3217,3046,2798,2529,2351,2225,2346,2498,2666,2819,3003,3232,3401,3521,3489,3343,3169,2992,2789,2505,2280,2026,1750,1489,1221,954,747,558,449,386,352,315,296,269,232,185,149,100,67,35,20,18,14,13,11,14,26,39,60,77,84,79,61,49,41,32,77,174,310,483,727,1053
4/2/2013 2:00,3647,3706,3705,3651,3629,3631,3596,3518,3362,3226,3070,2819,2537,2295,2223,2334,2493,2661,2834,3001,3237,3396,3523,3478,3351,3163,2974,2789,2564,2279,2034,1749,1474,1177,948,735,556,454,381,338,323,294,271,232,193,147,104,67,32,21,17,15,15,10,13,25,39,58,75,84,81,61,50,42,33,81,172,308,487,736,1073,1389
4/2/2013 3:00,3782,3762,3722,3681,3624,3583,3540,3432,3286,3083,2845,2552,2319,2216,2282,2506,2670,2841,3050,3260,3446,3540,3501,3358,3188,2989,2785,2577,2330,2065,1806,1489,1182,908,698,539,437,371,337,308,298,266,234,193,150,105,69,37,22,19,14,17,10,12,20,37,55,66,76,73,60,47,39,41,94,191,327,516,789,1135,1451,1668
4/2/2013 4:00,3803,3737,3701,3652,3577,3521,3433,3317,3104,2824,2539,2296,2215,2313,2453,2673,2844,3027,3275,3423,3553,3485,3362,3165,2988,2784,2561,2335,2084,1822,1536,1180,909,691,528,430,369,345,308,292,265,232,196,154,106,68,35,24,19,13,13,13,12,19,37,54,67,68,68,60,47,40,41,95,191,330,513,791,1136,1460,1729,1828
4/2/2013 5:00,3890,3838,3792,3741,3648,3523,3390,3189,2941,2624,2398,2328,2430,2536,2641,2734,2894,3136,3363,3540,3502,3403,3257,3086,2883,2612,2337,2062,1798,1517,1227,973,763,586,465,398,354,328,316,281,236,192,148,114,83,49,32,28,25,20,18,18,21,35,56,69,69,64,52,40,33,30,75,162,306,565,895,1226,1340,1379,1412,1550
4/2/2013 6:00,3856,3812,3748,3657,3528,3387,3189,2931,2630,2422,2349,2443,2558,2694,2793,2896,3136,3362,3540,3502,3403,3257,3086,2883,2612,2337,2062,1798,1517,1227,973,763,586,465,398,354,328,316,281,236,192,148,114,83,49,32,28,25,20,18,18,21,35,56,69,69,64,52,40,33,30,75,162,306,565,895,1226,1340,1379,1412,1549,1664
4/2/2013 7:00,3723,3694,3613,3496,3366,3160,2909,2632,2426,2331,2399,2483,2632,2780,2936,3134,3363,3536,3502,3403,3257,3086,2883,2612,2337,2062,1798,1517,1227,973,763,586,465,398,354,328,316,281,236,192,148,114,83,49,32,28,25,20,18,18,21,35,56,69,69,64,52,40,33,30,75,162,306,565,895,1226,1340,1379,1412,1549,1664,1764
4/2/2013 8:00,3680,3599,3477,3346,3140,2886,2583,2381,2323,2398,2483,2635,2765,2927,3170,3363,3538,3502,3403,3257,3086,2883,2612,2337,2062,1798,1517,1227,973,763,586,465,398,354,328,316,281,236,192,148,114,83,49,32,28,25,20,18,18,21,35,56,69,69,64,52,40,33,30,75,162,306,565,895,1226,1340,1379,1412,1549,1664,1762,1753
4/2/2013 9:00,3545,3465,3382,3202,3000,2765,2513,2447,2550,2607,2689,2776,2902,3062,3232,3301,3223,3186,3116,2989,2796,2532,2194,1917,1616,1341,1108,885,685,465,339,287,265,259,238,229,200,169,136,108,84,65,66,75,79,80,77,80,92,126,155,177,166,147,130,124,106,89,273,641,1080,1404,1585,1673,1691,1582,1601,1618,1568,1539,1612,1675
4/2/2013 10:00,3567,3434,3262,3007,2757,2571,2459,2542,2640,2711,2810,2889,3057,3215,3325,3214,3187,3124,2974,2815,2531,2219,1868,1616,1335,1074,891,681,494,327,267,266,259,241,215,189,168,136,107,85,65,66,75,78,84,79,80,92,124,154,176,163,147,120,109,107,102,285,651,1061,1387,1586,1694,1655,1598,1569,1575,1570,1557,1597,1670,1723
4/2/2013 11:00,3425,3211,2958,2670,2462,2469,2441,2554,2690,2782,2970,3108,3272,3345,3363,3189,3140,3031,2858,2640,2289,1927,1601,1335,1077,877,682,483,358,262,240,247,227,224,193,165,134,115,96,79,86,90,87,87,87,87,100,136,166,186,171,143,121,91,87,111,296,660,1050,1242,1284,1364,1450,1502,1566,1541,1501,1445,1480,1527,1596,1659
4/2/2013 12:00,3310,2984,2652,2412,2435,2606,2681,2805,2887,2950,3124,3255,3343,3322,3280,3214,3032,2874,2626,2324,1945,1623,1319,1045,851,676,488,354,275,238,228,225,208,190,162,127,102,89,76,79,83,82,79,80,90,95,128,168,178,168,145,109,80,81,112,346,689,1090,1300,1372,1441,1563,1610,1635,1581,1506,1440,1476,1519,1574,1618,1682
4/2/2013 13:00,3244,2820,2522,2455,2609,2823,2847,2891,2985,3132,3286,3343,3323,3252,3216,3016,2859,2620,2294,1936,1622,1337,1058,821,621,483,357,271,233,235,210,209,186,172,149,123,119,116,116,110,115,116,113,104,109,132,167,186,167,149,111,67,76,115,341,730,1078,1283,1382,1441,1509,1594,1618,1537,1452,1398,1459,1499,1560,1614,1676,1766
4/2/2013 14:00,2937,2553,2480,2553,2790,2912,2914,2965,3124,3279,3365,3315,3264,3181,3117,2852,2616,2290,1953,1628,1348,1079,832,621,439,353,271,235,215,220,214,184,164,146,126,108,103,113,121,115,111,112,107,108,137,166,182,168,152,114,65,64,104,330,739,1135,1283,1343,1452,1541,1537,1630,1567,1450,1374,1445,1510,1557,1614,1677,1760,1906
4/2/2013 15:00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
4/2/2013 16:00,2543,2663,2843,2811,2913,3013,3147,3305,3371,3348,3250,3206,3110,2926,2723,2268,1958,1652,1380,1095,842,636,439,325,255,228,221,210,200,187,180,157,139,118,108,98,118,135,137,125,119,122,142,167,183,162,146,114,94,73,86,307,703,1084,1322,1380,1432,1504,1554,1594,1481,1372,1268,1307,1382,1482,1595,1669,1786,1898,2010,2179
4/2/2013 17:00,3266,3169,3091,2966,3007,3165,3295,3401,3362,3303,3205,3118,2913,2643,2356,1959,1664,1374,1101,841,614,430,311,248,225,214,206,213,206,219,217,229,204,176,141,140,145,147,140,133,136,165,184,186,172,145,115,92,81,82,287,669,1071,1305,1418,1441,1372,1347,1416,1502,1570,1618,1541,1482,1470,1546,1679,1799,1987,2190,2414,2723
4/2/2013 18:00,3527,3331,3200,3126,3216,3384,3472,3440,3329,3298,3150,2945,2677,2313,2017,1671,1380,1113,881,634,430,311,249,226,212,201,209,204,208,216,237,205,171,139,142,141,141,141,136,136,159,190,191,169,146,112,91,81,95,288,655,1042,1308,1398,1442,1420,1327,1343,1502,1592,1618,1541,1475,1468,1538,1660,1813,1980,2189,2413,2712,3012
4/2/2013 19:00,3086,3002,3024,3149,3336,3461,3459,3384,3288,3168,2945,2656,2275,1962,1676,1305,1027,800,585,427,322,266,247,242,231,225,214,217,225,236,210,177,134,134,133,135,136,139,149,182,208,209,173,135,97,74,78,94,317,694,1076,1314,1449,1526,1514,1471,1493,1597,1687,1727,1620,1517,1468,1530,1650,1819,2024,2243,2484,2779,3065,3301
4/2/2013 20:00,3107,3073,3176,3348,3453,3449,3369,3281,3156,2934,2639,2265,1953,1674,1425,1027,800,593,427,322,266,247,242,231,225,214,217,225,236,210,177,134,134,133,135,136,139,149,182,208,209,173,135,97,74,78,94,317,694,1076,1314,1449,1526,1514,1471,1493,1597,1687,1727,1620,1517,1468,1530,1650,1819,2024,2243,2484,2779,3065,3301,3345
4/2/2013 21:00,3224,3269,3387,3490,3492,3452,3384,3278,3051,2779,2334,2050,1730,1535,1376,1204,841,627,477,365,323,291,261,232,212,201,194,188,169,152,125,124,119,112,110,114,116,116,126,131,138,132,122,94,60,57,123,272,428,578,775,980,1135,1286,1470,1678,1910,2077,2064,1895,1714,1694,1759,1813,1918,2008,2232,2474,2773,2989,2984,2893
4/2/2013 22:00,3466,3486,3543,3537,3489,3421,3296,3040,2732,2390,2008,1765,1553,1389,1219,862,628,467,364,323,289,258,239,212,200,197,188,170,148,125,123,120,109,110,111,122,116,125,129,134,138,120,93,65,54,121,262,430,572,782,985,1119,1292,1469,1679,1896,2041,1981,1858,1736,1712,1770,1830,1946,2091,2218,2474,2743,2973,2981,2894,2767
4/2/2013 23:00,3829,3774,3702,3601,3496,3352,3115,2809,2422,2088,1733,1570,1395,1206,967,645,462,357,298,256,235,208,179,146,125,99,75,70,64,65,66,70,85,94,99,109,113,117,128,136,127,90,70,70,140,277,437,578,753,995,1230,1446,1642,1751,1818,1810,1814,1740,1743,1759,1734,1781,1829,1930,2076,2332,2673,2917,2935,2827,2653,2496
4/3/2013 0:00,3846,3772,3664,3520,3395,3172,2862,2496,2134,1865,1586,1434,1255,999,699,529,359,294,262,232,212,176,150,120,100,76,73,65,64,65,72,83,85,94,106,113,115,126,133,120,91,72,76,133,263,406,535,719,919,1157,1412,1619,1710,1733,1814,1757,1723,1657,1713,1745,1733,1804,1916,2076,2382,2689,2921,2913,2828,2675,2532,2362
4/3/2013 1:00,3716,3609,3490,3342,3191,2903,2508,2138,1845,1646,1434,1273,1011,711,530,364,310,266,238,218,185,150,119,91,73,70,64,63,60,72,76,84,92,105,113,116,126,126,111,77,65,71,144,240,390,524,725,945,1181,1424,1648,1728,1762,1757,1777,1687,1655,1649,1719,1763,1786,1909,2086,2393,2745,2955,2910,2801,2663,2536,2372,2156
4/3/2013 2:00,3571,3488,3359,3162,2917,2515,2052,1770,1578,1415,1233,979,710,495,387,307,270,239,211,187,154,120,92,68,71,62,62,57,67,80,84,90,102,113,113,125,131,114,76,66,73,139,252,377,522,729,945,1181,1420,1629,1731,1752,1760,1697,1686,1625,1643,1660,1739,1814,1903,2080,2393,2729,2948,2945,2798,2635,2520,2372,2137,1839
4/3/2013 3:00,3149,3155,3048,2791,2442,2079,1690,1514,1352,1206,920,691,487,380,331,274,243,224,186,161,122,91,67,69,67,61,60,62,77,79,89,98,107,112,118,127,121,79,67,72,153,253,387,516,742,985,1217,1462,1647,1723,1773,1740,1714,1637,1640,1617,1628,1659,1744,1896,2052,2376,2732,3001,2941,2839,2680,2542,2389,2171,1807,1452
4/3/2013 4:00,3037,2950,2798,2386,2028,1754,1450,1286,1154,942,663,486,384,321,294,241,218,189,155,126,92,69,69,67,62,58,65,77,76,86,98,106,108,115,123,109,86,66,75,153,254,387,508,723,984,1221,1447,1627,1754,1764,1762,1703,1623,1573,1617,1609,1670,1715,1881,2066,2379,2722,2975,2989,2832,2676,2542,2372,2172,1843,1449,1085
4/3/2013 5:00,2953,2756,2380,1946,1605,1385,1226,1079,850,656,506,415,357,310,254,167,131,105,86,68,53,47,49,51,60,67,68,66,75,91,104,116,122,116,104,84,83,80,160,286,419,529,739,973,1151,1333,1512,1817,2056,2244,2239,2146,2000,1890,1784,1729,1767,1865,2027,2311,2616,2833,2748,2578,2362,2222,2082,1907,1640,1394,1092,891
4/3/2013 6:00,2835,2503,2133,1728,1513,1310,1115,888,682,517,411,338,293,244,210,169,142,108,77,58,51,51,53,58,65,62,59,70,83,100,113,121,118,105,84,73,77,134,253,386,512,740,955,1125,1268,1405,1660,1851,1986,2038,1906,1767,1632,1626,1620,1685,1789,1997,2294,2589,2791,2751,2590,2372,2256,2114,1930,1676,1419,1105,910,738
4/3/2013 7:00,2331,2026,1733,1458,1303,1126,841,647,490,369,333,269,233,190,156,115,83,57,46,45,49,53,53,64,65,58,72,85,99,116,124,123,110,85,74,82,145,271,403,539,785,1023,1180,1326,1477,1726,1923,2101,2067,2037,1912,1796,1684,1657,1735,1834,2016,2318,2601,2792,2722,2578,2370,2248,2111,1941,1689,1466,1146,959,813,715
4/3/2013 8:00,2144,1788,1503,1260,1088,853,608,459,365,310,268,223,192,152,127,84,56,39,45,49,54,53,60,65,62,71,86,99,111,125,123,111,90,84,75,151,269,416,530,783,1036,1188,1319,1468,1727,1923,2075,2084,2035,1920,1802,1686,1620,1722,1842,2016,2299,2600,2793,2722,2561,2370,2228,2111,1944,1688,1455,1158,927,794,727,680
4/3/2013 9:00,1928,1649,1439,1300,1028,763,589,511,408,333,321,279,251,172,103,63,27,25,30,34,38,44,52,70,90,112,132,144,135,120,94,80,80,92,110,134,156,310,582,850,1086,1291,1507,1774,1999,2182,2289,2415,2407,2222,2005,1886,1958,2178,2470,2900,3305,3567,3509,3309,3057,2954,2843,2714,2388,1970,1554,1171,897,760,890,1163
